ID,NAME,RESPONSE,NOELEC,DISTRICT,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7_1,Q7_2,Q8,Q9_1,Q9_2,Q9_3,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13,Q14,Q1_1_FA,Q1_2_FA,Q1_3_FA,Q6_15_FA
305,古田美知代,1,0,66,4,1,0,2,67,0,12,5,7,0,60,0,100,0,51,51,0,0,0,5,5,5,5,5,3,3,5,5,1,1,5,5,1,3,5,5,1,1,4,3,5,5,5,5,1,5,3,5,5,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,5,3,4,1,6,5,2,7,5,ウソやゴマカシを見抜く力をつけてください。選挙は大切な権利。,,,,
306,高橋渡,1,0,66,4,1,0,1,53,0,12,16,7,0,70,0,100,0,70,70,50,0,0,5,5,5,5,99,99,99,5,5,1,1,5,5,1,1,5,5,1,1,1,1,5,5,5,5,1,5,5,5,1,99,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,5,4,1,3,5,2,1,3,99,99,4,99,0,消費税増税、安保法制など国民みんなにかかわる問題です。,,安保法制廃止。集団的自衛権の行使容認の徹回。,,
307,高木光弘,1,0,66,4,1,0,1,56,0,16,12,7,0,60,0,100,0,60,60,0,0,0,5,5,5,5,5,3,3,5,5,1,3,5,5,1,3,3,5,1,1,5,1,5,5,5,5,1,5,5,5,1,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,5,1,3,2,5,6,4,7,0,未来は青年のもの。力を合わせて未来をひらこう。１票で政治は変わる。,戦争法廃止,,,
308,佐藤耕平,1,0,66,4,1,0,1,34,0,12,7,5,0,80,0,100,0,80,80,0,50,20,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,5,5,1,5,4,5,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,4,7,6,2,過去は変えられないが、未来は変えられる。投票で平和な日本を。,,,,
309,坂口多美子,1,0,66,4,1,0,2,40,0,12,6,5,0,90,0,100,0,90,90,0,0,0,5,5,5,5,5,3,3,5,5,1,1,5,5,1,4,5,5,1,1,5,1,5,5,5,5,1,5,5,5,2,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,2,平和・くらし・権利・未来のために、主権者として行動しよう。,,,,
310,三ケ尻亮子,1,0,66,4,1,0,2,47,0,12,5,6,0,75,0,100,0,75,75,0,50,50,4,5,5,5,5,3,3,5,5,2,5,5,5,1,3,5,5,1,1,3,1,5,4,3,5,1,5,4,3,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,5,1,3,2,6,5,4,7,3,安保法反対の若者の声が日本社会を動かしています。頑張ります！,,,,
311,山下魁,1,0,66,4,1,0,1,39,0,12,7,6,0,75,0,999,0,75,75,0,0,25,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,4,5,1,1,3,1,5,5,4,5,1,5,3,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,2,3,5,1,2,3,5,6,4,7,1,みなさんの1票には、政治を変え社会を動かす力があります。,,,,
312,山田和雄,1,0,66,4,1,0,1,48,0,12,7,15,0,40,0,100,0,50,60,0,0,0,5,5,5,5,5,3,2,5,5,1,1,5,5,1,4,5,5,1,1,2,1,5,5,5,5,1,5,4,5,4,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,99,2,3,4,5,6,1,7,0,政治に無関心でも無関係ではいられない。だから積極的に関わろう,,,,
313,市田忠義,1,0,66,4,3,3,1,73,1,12,1,6,0,75,0,100,0,75,75,0,0,0,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,5,4,5,1,5,4,5,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,3,4,1,5,99,2,99,0,格差と貧困、給付制の奨学金、学費値下げなどに力を注ぎます。,,,,
314,春名直章,1,0,66,4,1,0,1,57,0,12,15,99,999,999,999,100,999,999,999,999,999,999,5,5,5,5,5,2,2,5,5,5,2,5,5,1,4,4,5,1,1,3,1,5,4,4,4,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,5,1,3,2,5,6,4,7,3,あなたの一票で政治は変えられます。力を合わせ未来を拓こう！,,,,
315,小池一徳,1,0,66,4,1,0,1,55,0,12,1,7,10,70,0,100,0,80,80,0,10,10,5,5,3,5,4,3,3,5,5,1,1,5,5,1,3,3,5,1,2,2,1,5,4,4,5,1,5,3,5,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,5,4,1,3,5,1,3,2,5,6,4,7,3,格差と貧困をただし、若者が希望を持てる社会をつくっていこう。,,,,
316,小路貴之,1,0,66,4,1,0,1,73,0,16,7,6,0,75,0,100,0,75,75,0,0,0,4,5,5,5,5,2,3,5,5,1,1,5,5,1,5,5,5,1,1,3,1,5,5,5,5,1,4,3,5,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,4,5,6,7,5,力をあわせて、個人の尊厳を大事にする政治に変えましょう。,安保法制廃止,,,
317,松山恭子,1,0,66,4,1,0,2,65,0,12,5,7,50,75,0,100,0,75,75,0,0,0,5,5,5,5,5,3,5,5,5,1,1,5,5,1,3,5,5,1,1,3,1,5,4,3,5,1,5,5,5,3,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,99,1,2,3,5,6,4,7,0,学費は半額に、返済不要給付奨学金の実現。最低賃金の引き上げ。,,,,
318,松田一志,1,0,66,4,1,0,1,58,0,16,12,7,0,75,0,100,0,75,75,0,0,25,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,5,5,5,1,5,5,5,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,2,3,1,4,6,5,7,3,一人ひとりが主権者です。あなたの一票で政治は変えられます。,消費税に頼らず日本経済を立て直す,,,
319,松本隆,1,0,66,4,1,0,1,54,0,12,4,15,10,90,5,100,5,90,90,10,10,10,5,5,3,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,4,5,1,5,3,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,4,2,5,6,3,7,4,高学費で進学断念等若者の芽をつむ社会に未来なし。若者に投資を,,,,
320,上村泰稔,1,0,66,4,1,0,1,51,0,12,4,15,0,50,0,100,0,50,50,0,0,0,5,5,5,5,5,2,3,5,5,1,1,5,5,1,5,5,5,1,2,2,2,5,5,4,5,1,5,3,5,2,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,99,99,99,99,99,99,99,4,みんなが主権者。いっしょに憲法、立憲主義を守り平和を守ろう。,,,,
321,植本完治,1,0,66,4,1,0,1,57,0,12,5,7,0,70,0,100,0,70,70,0,0,0,5,5,5,5,5,3,5,5,5,1,1,5,5,1,4,5,5,1,1,99,1,5,4,5,5,1,5,4,5,2,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,4,2,99,99,3,99,0,未来は青年のものです。若い人たちが動けば政治を変えられます。,,,,
322,真栄里保,1,0,66,4,1,0,1,59,0,7,6,5,0,70,0,100,0,90,70,0,0,0,5,5,4,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,4,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,3,2,1,5,7,4,6,2,米軍犯罪に怯えることのない平和な沖縄の未来を切り拓きましょう,,,,
323,西沢博,1,0,66,4,1,0,1,36,0,1,12,7,0,50,0,100,0,50,50,0,5,5,5,5,5,5,4,3,3,5,5,1,1,5,5,1,3,3,5,1,1,3,1,5,3,5,5,1,5,3,5,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,3,あなたの一票で政治は変えられます。選挙に行って政治を変えよう。,,,,
324,石山浩行,1,0,66,4,1,0,1,34,0,12,4,5,0,55,0,100,0,60,60,0,10,0,5,5,5,5,5,3,2,5,5,1,1,5,5,1,3,4,5,1,1,2,1,5,4,5,5,1,5,5,5,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,4,1,3,5,1,2,3,5,6,4,7,2,若者の投票で、学費も暮らしも未来も変えられる。選ぶのは君だ。,,,,
325,大門実紀史,1,0,66,4,3,3,1,60,1,2,16,1,999,999,999,999,999,999,999,999,999,999,5,5,2,5,5,1,3,5,5,1,1,5,5,1,3,4,5,1,1,2,1,5,4,5,5,1,5,4,5,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,6,99,99,99,99,99,99,99,99,99,景気経済,,,
326,椎葉寿幸,1,0,66,4,1,0,1,39,0,1,7,5,0,75,0,100,0,75,75,0,0,0,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,5,5,5,1,5,4,5,3,4,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,4,5,6,7,99,学費値下げ＆奨学金拡充署名を集めて10年以上！若者の声を国会へ,,,,
327,田村智子,1,0,66,4,3,1,2,51,1,7,5,1,10,70,10,100,10,80,80,10,10,10,5,5,4,5,5,3,3,5,5,1,1,5,5,1,3,4,5,1,2,2,2,5,4,4,5,1,5,4,5,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,3,1,2,4,6,5,7,1,日本の歴史に刻まれる選挙、あなたの足跡が刻まれた選挙にしよう,,,,
328,唐沢千晶,1,0,66,4,1,0,2,46,0,1,7,6,20,60,20,100,20,60,60,20,20,20,5,5,5,5,5,2,3,5,5,1,1,5,5,1,3,5,5,5,1,3,1,5,5,4,5,1,5,5,5,4,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,1,みなさんの力で政治は変えられます。新しい政治を開きましょう。,,,,
329,藤本友里,1,0,66,4,1,0,2,37,0,12,4,6,0,80,0,100,0,80,80,0,0,0,5,5,4,5,4,3,3,5,5,1,1,5,5,1,4,5,5,1,2,3,1,5,3,5,5,1,5,4,5,2,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,5,1,2,3,5,99,4,99,1,私もそうでしたが、投票に行けばより政治が身近になるはずです。,,,,
330,武田良介,1,0,66,4,1,0,1,36,1,1,15,12,0,75,0,100,0,75,75,0,0,0,5,5,2,5,5,2,5,5,5,1,1,5,5,1,3,2,5,1,1,2,1,5,4,5,5,1,4,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,3,2,1,5,6,4,7,1,選挙には政治を変える力がある。力を合わせて社会を変えましょう。,,,,
331,和泉信丈,1,0,66,4,1,0,1,32,0,1,12,5,0,95,0,100,0,95,95,0,10,10,5,5,5,5,5,1,5,5,5,1,1,5,5,2,3,4,5,1,2,2,2,5,4,4,4,1,5,5,5,3,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,4,2,1,7,5,3,6,1,あなたの一票が政治と社会を変え、日本を元気にする確かな力です。,,,,
332,宇佐美孝二,1,0,66,5,1,0,1,43,0,3,5,11,60,999,999,999,100,999,999,60,999,999,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,社会のシステムに参加するチャンスなので、投票に行って下さい。,,,,一院制
333,儀武剛,1,0,66,5,1,0,1,54,0,11,3,5,999,999,999,999,999,999,999,999,999,999,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,将来世代を代表するつもりで、是非、投票所に足を運んでほしい。,,,,一院制
334,串田誠一,1,0,66,5,1,0,1,58,0,5,11,12,70,20,50,10,100,30,30,30,30,50,1,3,2,2,2,2,3,5,4,2,3,3,4,3,3,2,5,2,3,2,1,1,1,2,4,3,4,5,3,2,3,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2,1,4,4,2,4,2,99,2,3,1,4,6,5,7,7,次はあなたが主役,,,,
335,高橋英明,1,0,66,5,1,0,1,53,0,3,5,11,50,0,0,0,100,0,30,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,日本を変えられるのは君たちだ。民主的に変えるには選挙しかない,,,,
336,坂井良和,1,0,66,5,1,0,1,71,0,11,5,3,50,10,40,0,100,0,0,0,0,0,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,4,2,3,1,2,5,6,3,4,7,5,借金大国を引き継ぐのか引き継がないか、その選択をする選挙です,,,,一院制
337,三宅博,1,0,66,5,1,0,1,66,0,1,2,16,50,10,30,0,98,0,0,80,50,50,1,1,1,1,3,1,1,4,4,3,3,3,1,5,5,1,1,5,5,4,3,2,2,3,1,5,1,1,3,2,5,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,3,2,5,1,4,4,4,6,5,2,6,7,2,4,5,3,1,5,次世代のために日本の歴史文化自然環境をより良い形で引き継ぐ,,,拉致問題,
338,新渡英夫,1,0,66,5,1,0,1,59,0,5,10,11,60,50,50,40,100,50,50,50,50,50,2,2,2,3,4,4,5,4,2,2,2,2,4,3,2,2,4,3,3,3,2,1,2,4,4,3,4,5,2,4,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,4,2,2,3,3,4,3,5,3,2,5,4,6,1,7,6,これからの日本を担う若者達に政治に積極的に参画して欲しい。,,,,
339,石井章,1,0,66,5,1,0,1,59,1,6,5,10,999,999,999,999,100,999,999,999,999,999,3,3,3,3,3,3,3,2,4,2,2,1,3,5,3,2,5,4,3,4,2,1,3,4,4,1,4,4,1,2,5,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,2,2,3,2,2,4,5,1,2,3,5,4,6,7,6,99,,,,
340,石井苗子,1,0,66,5,1,0,2,62,1,5,3,11,60,40,20,10,90,10,40,30,10,10,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,2,1,1,2,3,3,3,4,4,2,2,4,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,1,3,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,日本の未来を自分とは関係のないことだと受け取めないでほしい。,,,,
341,中谷裕之,1,0,66,5,1,0,1,54,0,3,5,11,75,40,50,10,100,10,10,20,20,10,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,99,2,4,3,1,2,5,6,3,4,7,5,将来世代を代表するつもりで、是非、投票所へ足を運んでほしい。,,,,一院制
342,渡辺喜美,1,0,66,5,1,0,1,64,1,2,1,6,75,25,50,0,100,0,0,75,999,75,2,2,3,3,3,3,1,99,1,5,1,1,3,5,2,2,4,3,3,2,1,1,1,1,1,3,1,1,1,3,5,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,99,2,4,3,99,99,99,99,99,99,99,99,99,,,,
343,島聡,1,0,66,5,1,0,1,58,0,3,5,11,50,50,50,25,100,25,25,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,若者の投票率向上がシルバー民主主義を変えます。まずは投票へ！！,,,,一院制
344,梅村聡,1,0,66,5,2,1,1,41,0,6,5,11,50,40,50,20,100,30,30,40,40,40,2,4,3,3,3,4,3,2,2,2,2,2,3,4,3,2,3,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,2,2,2,4,3,2,2,4,3,1,2,5,7,3,4,6,7,政治は生活の一部だと考えて、投票所に足を運んで下さい。,,,,
345,樋口俊一,1,0,66,5,2,1,1,64,0,3,5,11,70,5,75,0,999,0,10,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,政治に関心をもって欲しい。,,,,一院制
346,片山虎之助,1,0,66,5,3,4,1,80,1,3,5,11,80,20,30,10,100,15,10,85,40,60,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,将来世代を代表するつもりで、是非、投票所へ足を運んでほしい。,,,,一院制
347,矢野義昭,1,0,66,5,1,0,1,66,0,3,5,11,80,20,30,10,100,15,10,85,40,60,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,将来世代を代表するつもりで、是非、投票所に足を運んでほしい。,,,,一院制
348,鈴木宏治,1,0,66,5,1,0,1,42,0,3,5,11,999,999,999,999,999,999,999,999,999,999,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,将来世代を代表するつもりで、是非、投票所に足を運んでほしい。,,,,一院制
349,鈴木望,1,0,66,5,1,0,1,67,0,11,10,15,999,999,999,999,999,999,999,999,999,999,3,3,2,3,3,3,3,3,3,4,2,1,4,4,2,3,5,5,5,5,5,1,3,3,1,2,2,3,1,4,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,3,3,3,4,5,6,1,2,6,5,3,4,7,7,99,,,,
350,伊藤善規,1,0,66,6,1,0,1,67,0,16,15,12,0,30,0,10,0,80,60,0,0,0,5,5,5,5,5,3,2,5,5,1,1,5,5,2,3,5,5,1,1,1,1,5,5,5,5,1,5,4,5,1,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,2,3,1,6,4,5,7,1,権力者は少数者・弱者を容易に切り捨てる。反逆精神を鍛えよう。,,,,
351,桂川悟,1,0,66,6,1,0,1,64,0,3,12,15,10,50,20,20,10,95,40,10,10,10,4,5,5,5,5,3,1,5,4,2,2,5,5,1,3,5,5,1,1,3,1,5,4,5,5,1,5,3,4,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,4,3,1,5,1,2,3,7,5,4,6,3,まず投票に行こう！期日前投票もできるので、必ず投票所へ。,,,,
352,田山英次,1,0,66,6,1,0,1,56,0,7,12,15,0,50,0,10,0,100,60,0,0,0,5,5,5,5,5,4,2,5,5,1,2,5,5,1,5,5,5,1,1,2,1,5,4,5,5,1,5,4,5,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,3,1,2,5,4,6,7,1,憲法で保障された選挙権に、あなたの思いをぶつけてください。,,,,
353,桝口敏行,1,0,66,6,1,0,1,62,0,12,15,6,0,60,0,60,0,100,80,0,0,0,5,5,4,5,5,3,4,5,5,1,1,5,5,1,2,5,5,1,1,1,1,5,5,5,5,1,5,5,5,5,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,1,権力者が守るべき憲法を無視する安倍政治にあなたもノーを！,,,,
354,吉田忠智,1,0,66,6,3,1,1,60,0,12,7,6,0,80,60,70,0,100,75,0,50,50,4,5,5,5,5,2,4,5,5,1,1,5,5,1,3,3,5,1,1,1,1,4,3,4,4,1,5,5,4,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,5,2,3,4,5,6,1,7,3,皆さん方若い人の力で政治は変えられます。投票に行ってください。,,,,
355,椎野隆,1,0,66,6,1,0,1,69,0,12,15,6,0,70,0,50,0,100,70,0,0,0,5,5,5,5,5,3,2,5,5,1,1,5,5,1,4,5,5,1,1,1,1,5,4,5,5,1,5,4,4,1,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,2,3,1,6,5,4,7,2,憲法９条を守り、戦争も原発もない社会を一緒に実現しましょう。,,,,
356,福島瑞穂,1,0,66,6,3,3,2,60,1,12,7,5,10,80,25,80,20,100,80,20,70,50,5,5,5,5,5,2,2,5,5,1,1,5,5,1,4,5,5,1,1,1,1,4,3,5,5,1,5,4,4,2,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,99,3,1,5,2,1,3,6,5,4,7,3,私立高校の授業料の無償化。大学も無償化をめざす。雇用の安定。,,,,
357,末次精一,1,0,66,7,1,0,1,53,0,11,2,6,0,50,0,70,0,70,100,50,50,50,4,4,4,5,5,4,2,5,2,3,1,5,5,2,3,1,5,3,4,4,4,4,3,3,3,1,3,4,1,3,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,5,5,5,4,4,2,3,4,5,1,2,6,3,7,5,まず、民主主義の意味や仕組みを理解して欲しいと思います。,,,,
358,青木愛,1,0,66,7,2,1,2,50,1,5,6,7,0,80,10,50,10,70,100,0,50,0,3,5,3,5,4,3,3,4,5,1,1,5,5,2,3,3,5,3,5,3,2,3,2,4,4,1,4,4,3,2,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,3,2,3,5,2,1,3,6,4,5,7,5,政治は国民の生活。国民が政治を動かし、未来は若者が創ります。,,,,
359,日吉雄太,1,0,66,7,1,0,1,47,0,12,15,7,0,50,0,50,0,50,100,10,10,20,3,5,5,5,4,3,2,5,4,2,2,5,5,2,3,3,5,3,3,3,3,3,3,5,4,1,5,2,3,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,1,5,2,1,3,5,6,4,7,4,色々な情報を自分の頭で分析し、大極的視点で投票先を決めよう！,,,,
360,姫井由美子,1,0,66,7,2,1,2,57,0,3,15,5,50,80,50,80,80,80,100,50,50,50,3,3,3,3,3,3,2,4,3,2,4,3,4,3,2,2,5,1,1,2,2,1,5,3,3,1,2,2,5,1,1,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,5,4,2,4,1,3,2,1,2,3,99,99,99,99,99,99,,,,
361,北出美翔,0,0,66,7,1,0,2,30,0,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
362,ボギーてどこん,1,0,66,8,1,0,1,52,0,16,5,1,80,0,50,0,70,0,0,100,60,70,1,1,1,1,2,1,1,3,2,2,1,2,3,5,4,1,2,5,5,2,5,2,2,3,3,4,4,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,3,3,6,4,1,5,7,3,6,4,2,5,日本国の将来を担う次世代に支持期待されるブレない政治の実現。,,,,天皇の国家元首
363,西村真悟,1,0,66,8,1,0,1,68,0,1,12,2,75,0,0,0,25,0,0,100,25,50,1,1,1,1,4,1,1,5,3,3,3,4,1,5,5,1,1,5,5,5,5,5,3,3,1,5,2,2,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,2,2,4,3,1,6,6,7,4,3,5,2,1,9,参政権の付与とは国家運営に責任を持つとの事を自覚されたい。,,,,
364,中山成彬,1,0,66,8,1,0,1,73,0,2,5,1,75,25,50,0,25,0,0,100,25,25,1,2,2,1,2,1,1,2,2,2,2,5,2,5,4,1,2,4,5,2,4,2,1,2,1,5,1,2,2,2,2,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,5,1,1,1,2,1,3,5,7,2,4,6,5,1,3,5,生まれてきたことに感謝し、世のために役に立てる人になってほしい。,,,,
365,保江邦夫,1,0,66,8,1,0,1,64,0,16,1,5,80,0,50,0,70,0,0,100,60,70,1,1,1,1,2,1,1,3,2,2,1,2,3,5,4,1,2,5,5,2,5,2,2,3,3,4,4,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,3,3,6,4,1,4,7,3,6,5,2,5,これからの日本が安全と安心をもって暮らせる国にしてゆきたい。,デフレ脱却,,,天皇を元首と明記
366,矢作直樹,1,0,66,8,1,0,1,60,0,16,1,5,80,0,50,0,70,0,0,100,60,70,1,1,1,1,2,1,1,3,2,2,1,2,3,5,4,1,2,5,5,2,5,2,2,3,3,4,4,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,3,3,6,4,1,4,7,3,6,5,2,5,日本の未来を築くため、政治に興味を持って欲しい。,デフレ脱却,,,天皇を元首と明記
